"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000003849",431.985774740581,0.422378433373717,0.139998397439669,3.01702334525463,0.00255270151746713,0.0326657637877081
"ENSMUSG00000004098",353.883358179395,0.672957525139278,0.20191043910072,3.33295062967785,0.000859301891255757,0.016060088526814
"ENSMUSG00000004263",494.504600570047,0.373372094940275,0.124904028521694,2.98927183822119,0.00279643214785498,0.0344900043127265
"ENSMUSG00000004626",1149.89010748528,0.315934168506593,0.104766644050615,3.01559882317083,0.00256472347425707,0.0327703985147764
"ENSMUSG00000004655",267.567462120004,0.60999255599795,0.205895809228881,2.96262735158373,0.00305025600518108,0.0365018106752618
"ENSMUSG00000004864",81.5588820126247,0.78240075757252,0.235278476281289,3.32542427993759,0.000882840766806323,0.0163624208756657
"ENSMUSG00000004952",989.112352436128,0.31721851156887,0.103147893280203,3.07537557463381,0.00210237628844159,0.0287015753012416
"ENSMUSG00000005057",226.377042311077,0.896683355606248,0.271413402078254,3.30375489471119,0.000953992001652842,0.0172254170213694
"ENSMUSG00000005107",113.950037504627,1.28038924110949,0.305878712154361,4.18593772705354,2.83991206620727e-05,0.00163353175297871
"ENSMUSG00000005198",5177.87647812738,0.676699397999454,0.122032876743856,5.54522204225203,2.93581370109401e-08,1.22051084232067e-05
"ENSMUSG00000005262",2642.48253291078,0.261175700394019,0.0897160038698259,2.91113836025258,0.00360114512138594,0.0413848583752621
"ENSMUSG00000005410",346.318242051058,0.423017030020429,0.142480705880559,2.9689425484391,0.00298826460776222,0.0360675086249692
"ENSMUSG00000005718",280.649452571277,0.754283489754847,0.171866372814661,4.3887787785471,1.13988947422558e-05,0.000871274264043721
"ENSMUSG00000006127",2332.46714875049,0.237551748219526,0.0810505735005141,2.9309076785005,0.00337973206429608,0.0394032373706749
"ENSMUSG00000006362",1696.34021724179,0.293288412068581,0.0968441752020652,3.02845691500428,0.00245806125025749,0.0318613338483947
"ENSMUSG00000006398",100.791214403571,0.710437631372985,0.217820897195571,3.26156783173616,0.00110797920302463,0.0189233522199948
"ENSMUSG00000006411",392.962447179189,0.703846762737498,0.123191576795584,5.71343253366596,1.10719781384969e-08,7.54887469482721e-06
"ENSMUSG00000006642",25.3818859643481,1.37818785113673,0.422657196873079,3.26076986582247,0.0011111017957384,0.0189456952878735
"ENSMUSG00000006649",33.7895695767949,1.44440825288263,0.37332053095614,3.86908335628702,0.000109245291656283,0.00404801303539422
"ENSMUSG00000006732",214.629079116487,0.576133856143579,0.160336458015315,3.59328042589384,0.000326540829366142,0.00825799471297609
"ENSMUSG00000007476",1112.68369774774,0.517420324099016,0.137460482136166,3.76413872596831,0.000167124091295894,0.00521193815836163
"ENSMUSG00000007570",412.768614280641,0.533032551179343,0.12475306594495,4.27270101253106,1.93119326667963e-05,0.00123530083314388
"ENSMUSG00000008307",374.433548888109,0.525955790968933,0.177564394236877,2.9620566286915,0.00305591574265759,0.0365018106752618
"ENSMUSG00000008318",626.372386436364,0.502811980651023,0.176099854286469,2.85526630722293,0.00430007556769112,0.0459816738088426
"ENSMUSG00000008999",372.193832918623,0.640488979886357,0.161052034900443,3.97690709268148,6.98174268279778e-05,0.00306268035196932
"ENSMUSG00000009739",2924.79002275452,0.415683244259219,0.108967160224294,3.81475706445493,0.000136316969891758,0.00461063767938794
"ENSMUSG00000009772",100.796302842742,0.757234237276994,0.248649102806759,3.04539300053493,0.00232376446290357,0.0306790019242042
"ENSMUSG00000010066",5695.27383277169,0.360906028800461,0.106559304161658,3.38690301743092,0.00070686370659404,0.0140425313273839
"ENSMUSG00000010476",692.764409501727,0.482695799018708,0.122420912757385,3.94291945833895,8.04956941924005e-05,0.00333021628036278
"ENSMUSG00000011171",613.367269236996,0.822495122614155,0.149100135307176,5.51639420661592,3.4602562681948e-08,1.38466570507709e-05
"ENSMUSG00000011306",2122.59372691711,0.281892010853437,0.0959779731496101,2.93704900825552,0.00331351734963581,0.0387904555113616
"ENSMUSG00000011382",429.742386491708,0.490255891044506,0.161151330224807,3.04220815528234,0.00234849429128424,0.0308159994630269
"ENSMUSG00000012114",2079.64093285689,0.318353501051659,0.0844878977797959,3.7680367178906,0.000164536505186876,0.00517439987252822
"ENSMUSG00000013787",3280.84896796564,0.388445939138936,0.10191382186791,3.8115138066591,0.000138118339470866,0.00463119420529111
"ENSMUSG00000013833",1019.34948119683,0.399243584391589,0.136523232739651,2.92436368799545,0.00345161214875652,0.0400222646772482
"ENSMUSG00000013921",30152.7654780466,0.268856742577049,0.0830817467243973,3.23605067511295,0.00121195866295013,0.0200537707189017
